address,city,country,keys,latitude,longitude,name,postalCode,province,websites
8596 Dixie Hwy,Louisville,US,us/ky/louisville/8596dixiehwy/-791445730,38.128379038,-85.850000381,Wendy's,40258,KY,http://www.wendys.com
3508 Dayton Blvd,Chattanooga,US,us/tn/chattanooga/3508daytonblvd/1780593795,35.11302,-85.2928,Sonic Drive-In,37415,TN,"https://locations.sonicdrivein.com/tn/chattanooga/3508-dayton-boulevard.html,http://sonicdrivein.com"
8801 N Indian Trail Rd,Spokane,US,us/wa/spokane/8801nindiantrailrd/-1417413044,47.739033,-117.484587,Taco Del Mar,99208,WA,http://www.tacodelmar.com
34835 Plymouth Ave,Livonia,US,us/mi/livonia/34835plymouthave/-2061630068,42.367589,-83.385891,Burger King,48150,MI,http://www.bk.com
3031 E Indian School Rd,Phoenix,US,us/az/phoenix/3031eindianschoolrd/-96666155,33.495166,-112.016361,Baskin-Robbins,85016,AZ,http://www.baskin-robbins.com/
1702 S Center St,Marshalltown,US,us/ia/marshalltown/1702scenterst/-1947870258,42.028127959,-92.911965864,Jimmy John's,50158,IA,http://www.jimmyjohns.com
7096 N Durango Dr,Las Vegas,US,us/nv/lasvegas/7096ndurangodr/-981164808,36.289642,-115.287415,El Pollo Loco,89149,NV,"http://www.elpolloloco.com,http://elpolloloco.com"
1601 S Irby St,Florence,US,us/sc/florence/1601sirbyst/106088,34.16414,-79.76553,KFC,29505,SC,"http://www.kfc.com,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJaFN9GxELwLK6W1A-pR3xpGuj8DPCcx0vDH4ctXZzqEytgf_Cup3Ijmvng8xSvgh4mGTzQ_jCcnt37eooQCfQnBVumt5jc5SZZWvLoJthOwKlfmDVNDAm8QqGsA_8vOUoJncnpy3H_wV2r2A-CaCue_7KULNCkvuhMhH_xJ9E5YOQffSMebK3qqnQDi4G4JUb_gsVop1nFnHFH2pAeb1o_IDePwkk9FE5e49zPx9vsrtuwzrNDMLTecehcJbrM6ExUVvDgOHSopXpMZBb-yzm-67V1swBe8o8Sac95GoXxLtMUOJmU7nJWAvWdvND5sqKUlCvPz-tWwsy7AbmGW7VTg&placement=listing_profile&cs_user=unknown&cs_session=c37ea6017bf90b75967b359010e7366e068ff55b"
1931 S Yale Ave,Tulsa,US,us/ok/tulsa/1931syaleave/-1947870258,36.1351,-95.922,Jimmy John's,74112,OK,http://www.jimmyjohns.com
802 S Walnut St,Starke,US,us/fl/starke/802swalnutst/-1161002137,29.93737,-82.11164,McDonald's,32091,FL,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJCGON6X3gqoNdrnvfJyFyIOa5bfL4E7hX5s7fy7heCRIIesoTLgJ4anDXrfoa3oBczGc7vcATVIZOaI7S8EFIFMyl2U-_PjKLxO4NbyKS5cXo8iQUwFFtXfF2utGE6S25lGEyFmHNxxn2M0qO0ZrmW0L6D6JsfqnWXcAffK2mDUNf3teOtHQBzzHXK5uC1lT9REatMisSjuLeTVRntfhPro_kvGu8qTQRjXi7u-W76gf_S1VMcFSo1rrSMR6HW8FfJAIIe4-DvzsFfncgEkyhvX3tUMZCJ6o-LJVFD1PVFaL5d9V1F03RTna8gkvWCtx85vaHyDtUgEgxwJ_buKeeIbT2cuUQa3ue&placement=listing_profile&cs_user=unknown&cs_session=d2e9908919add78030bceb72a6e9f4771b839362"
2100 Red Lion Rd,Philadelphia,US,us/pa/philadelphia/2100redlionrd/-791445730,40.097527,-75.018718,Wendy's,19115,PA,"http://www.wendys.com,http://wendys.com/,http://wendys.com"
1950 W Baseline Rd,Mesa,US,us/az/mesa/1950wbaselinerd/106088,33.378952,-111.87638,KFC,85202,AZ,"http://www.kfc.com,http://www.kfc.com/,http://kfc.com"
1611 Pennsylvania Ave,Wilmington,US,us/de/wilmington/1611pennsylvaniaave/-230200247,39.754417,-75.563438,Boston Market,19806,DE,"http://www.bostonmarket.com,https://www.bostonmarket.com/location/wilmington-de-404/?utm_source=Yextandutm_medium=clickandutm_campaign=listingsandutm_content=404"
817 Leisure Town Rd,Vacaville,US,us/ca/vacaville/817leisuretownrd/-1161002137,38.38616,-121.93312,McDonald's,95687,CA,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
11700 Princeton Pike Inside Tricounty Mall,Cincinnati,US,us/oh/cincinnati/11700princetonpikeinsidetricountymall/-2061630068,39.309643604,-84.458319292,Burger King,45246,OH,http://bk.com
4945 Kipling St,Wheat Ridge,US,us/co/wheatridge/4945kiplingst/-2061630068,39.786358,-105.11014,Burger King,80033,CO,"http://www.bk.com,http://bk.com/"
5270 E Arapahoe Rd,Littleton,US,us/co/littleton/5270earapahoerd/-891525969,39.595017,-104.926601,Subway,80122,CO,"http://www.subway.com,http://subway.com/"
4752 S Kirkman Rd,Orlando,US,us/fl/orlando/4752skirkmanrd/-345832572,28.492914,-81.459085,Chick-fil-A,32811,FL,"http://www.chick-fil-a.com/kirkmanandconroyroad,http://chick-fil-a.com/,https://www.chick-fil-a.com/Locations/FL/Kirkman-and-Conroy-Road,http://chick-fil-a.com/kirkmanandconroyroad"
9299 Thornton Rd,Stockton,US,us/ca/stockton/9299thorntonrd/-1721138121,38.034228,121.337911,Dairy Queen,95209,CA,"http://www.dairyqueen.com,http://dairyqueen.com"
6825 Maynardville Pike,Knoxville,US,us/tn/knoxville/6825maynardvillepike/-2061630068,36.0711,-83.928,Burger King,37918,TN,https://locations.bk.com/tn/knoxville/6825-maynardville-highway.html
13165 S W Pacific Hwy,Portland,US,us/or/portland/13165swpacifichwy/1516016543,45.424558,-122.781563,Long John Silver's,97223,OR,http://ljsilvers.com
4020 E Lake St,Minneapolis,US,us/mn/minneapolis/4020elakest/-864103396,44.948637,-93.214363,Taco Bell,55406,MN,
2811 N Piedras St,El Paso,US,us/tx/elpaso/2811npiedrasst/-1161002137,31.794571863,-106.517200043,Mcdonald's,79930,TX,
11916 Aviation Blvd,Inglewood,US,us/ca/inglewood/11916aviationblvd/-891525969,33.924828,-118.378075,SUBWAY,90304,CA,http://www.subway.com
1299 Center Dr,Medford,US,us/or/medford/1299centerdr/-550505613,42.313215,-122.856834,Hometown Buffet,97501,OR,"http://locations.buffet.com/or/medford/0725/,http://www.hometownbuffet.com"
220 Riggs Rd NE,Washington,US,us/dc/washington/220riggsrdne/-864103396,38.95684,-77.00285,Taco Bell,20011,DC,"http://www.tacobell.com,http://tacobell.com"
1554 S Bascom Ave,San Jose,US,us/ca/sanjose/1554sbascomave/-230200247,37.294871,-121.931009,Boston Market,95125,CA,"http://www.bostonmarket.com,http://www.bostonmarket.com/"
4965 Sugarloaf Pkwy,Lawrenceville,US,us/ga/lawrenceville/4965sugarloafpkwy/-345832572,33.95743,-84.05794144,Chick-fil-A,30044,GA,http://www.chick-fil-a.com/sugarloafand316
61 Us Highway 68 W,Benton,US,us/ky/benton/61ushighway68w/696490760,36.926121,-88.345066,Hardee's,42025,KY,http://hardees.com
1324 Hampton Ave,Saint Louis,US,us/mo/saintlouis/1324hamptonave/-864103396,38.625824,-90.287392,Taco Bell,63139,MO,"https://locations.tacobell.com/mo/saint-louis/1324-hampton-avenue.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=029626andutm_content=website,http://tacobell.com"
1810 Wynnton Rd,Columbus,US,us/ga/columbus/1810wynntonrd/1780593795,32.46752,-84.96716,SONIC Drive In,31906,GA,"https://locations.sonicdrivein.com/ga/columbus/1810-wynnton-road.html,http://sonicdrivein.com"
1701 E State Route 69,Prescott,US,us/az/prescott/1701estateroute69/-1161002137,34.548858,-112.439452,Mcdonald's,86303,AZ,
7941 S Broadway,Littleton,US,us/co/littleton/7941sbroadway/-891525969,39.57186,-104.99045,Subway,80122,CO,"http://subway.com/,http://subway.com"
7150 Hamilton Blvd,Trexlertown,US,us/pa/trexlertown/7150hamiltonblvd/106088,40.5487,-75.596,KFC,18087,PA,http://www.kfc.com
13102 Goldenwest St,Westminster,US,us/ca/westminster/13102goldenwestst/-891525969,33.772158,-118.006962,SUBWAY,92683,CA,"http://subway.com,http://subway.com/"
808 E Marland St,Hobbs,US,us/nm/hobbs/808emarlandst/-891525969,32.69662,-103.12582,Subway,88240,NM,"http://www.subway.com,http://subway.com"
13314 E 116th St N,Owasso,US,us/ok/owasso/13314e116thstn/1780593795,36.32145,-95.82525,SONIC Drive In,74055,OK,"https://locations.sonicdrivein.com/ok/owasso/13314-e--116th-street-north.html,http://www.sonicdrivein.com"
101 Central Ave,Hilton Head Island,US,us/sc/hiltonheadisland/101centralave/106088,32.21299,-80.72624,KFC,29926,SC,http://www.kfc.com
9845 W Bell Rd,Sun City,US,us/az/suncity/9845wbellrd/-1055723171,33.6379266,-112.2717309,Domino's Pizza,85351,AZ,"http://www.dominos.com/,http://www.dominos.com"
1879 Hooper Ave,Toms River,US,us/nj/tomsriver/1879hooperave/89177860,40.014404,-74.14577,Dunkin Donuts,8753,NJ,http://www.dunkindonuts.com
3721 SW Topeka Blvd,Topeka,US,us/ks/topeka/3721swtopekablvd/1780593795,39.00019,-95.68784,SONIC Drive In,66609,KS,"https://locations.sonicdrivein.com/ks/topeka/3721-s-w--topeka-boulevard.html,http://sonicdrivein.com"
2350 Miracle Mile,Bullhead City,US,us/az/bullheadcity/2350miraclemile/106088,35.101091,-114.596582,Kfc,86442,AZ,http://kfc.com
1701 E Markland Ave,Kokomo,US,us/in/kokomo/1701emarklandave/93075755,40.47659,-86.11075,Arby's,46901,IN,"https://locations.arbys.com/us/in/kokomo/1701-e-markland-ave.html,http://www.arbys.com,http://locations.arbys.com/us/in/kokomo/1701-e-markland-ave.html"
13410 W Maple Rd,Omaha,US,us/ne/omaha/13410wmaplerd/-1631107135,41.29226,-96.1236,Panera Bread,68164,NE,"http://locations.panerabread.com/ne/omaha/13410-w-maple-rd.html,https://locations.panerabread.com/ne/omaha/13410-w-maple-rd.html,https://www.panerabread.com,http://panerabread.com"
8031 Metcalf Ave,Overland Park,US,us/ks/overlandpark/8031metcalfave/1780593795,38.983150089,-94.667032957,Sonic Drive-in,66204,KS,http://sonicdrivein.com
13131 Kingston Ave,Chester,US,us/va/chester/13131kingstonave/-1161002137,37.3467,-77.3422,McDonald's,23836,VA,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
692 Highway 76,White House,US,us/tn/whitehouse/692highway76/-791445730,36.469776,-86.673706,Wendy's,37188,TN,http://www.wendys.com
3227 S Kingshighway Blvd,Saint Louis,US,us/mo/saintlouis/3227skingshighwayblvd/696490760,38.601395,-90.26989,Hardees,63139,MO,"http://www.hardees.com,http://hardees.com"
2649 Cascade Ave,Hood River,US,us/or/hoodriver/2649cascadeave/-864103396,45.710561,-121.538647,Taco Bell,97031,OR,"http://www.tacobell.com,https://locations.tacobell.com/or/hood-river/2649-cascade-avenue.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=017510andutm_content=website,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJSaJUwl5VTDbtTMbkVsUeyo0gZ-1I9K5VEtjDoskqLDzBT1zsd9pnGlViVdXm0H0m-Y1k2RoM9AHAVC_OyAPaG0kZZv1LTxXMCBw8D6OkoW-1s0bM9lLCouys2RZHXVEWvERhqzKLQvq2wPCgdpi25oNtQuu1Sc7g8xP6z3jmiP4Ylo0uO3z2463rm8fUt5B6hg5R9E1YYlhKZEYNynPpZzQQYoFWnHXDQFWLhqaLGaWP5aJyEpuJUz5wvwGuxmowvNR20veP3octRjI3HyLzzchoLGkB8fsXpGGI55AHX_pFM9RF8QMvoQ0OJojjh7IUvcPGJX_EwuqKznQsm2zhsW7WRyEIMrd7&placement=listing_profile&cs_user=unknown&cs_session=0e022e713b0409fb5bf7fbb8bb0604d05f403b8d"
3710 E State Blvd,Fort Wayne,US,us/in/fortwayne/3710estateblvd/-2061630068,41.085824045,-85.158602536,Burger King,46805,IN,
3728 S Archer Ave,Chicago,US,us/il/chicago/3728sarcherave/-2061630068,41.825838,-87.685181,Burger King,60632,IL,http://www.bk.com
903 N Court St,Marion,US,us/il/marion/903ncourtst/-1009719089,37.73721,-88.93234,Taco John's,62959,IL,"http://locations.tacojohns.com/il/marion/903-n-court-street.html,https://www.tacojohns.com"
1250 Crater Lake Ave,Medford,US,us/or/medford/1250craterlakeave/-891525969,42.341683995,-122.860013463,Subway,97504,OR,"http://www.subway.com,http://subway.com"
1177 Pontiac Ave,Cranston,US,us/ri/cranston/1177pontiacave/-2061630068,41.7524,-71.4515,Burger King,2920,RI,http://www.bk.com
2761 N Grand Ave,Santa Ana,US,us/ca/santaana/2761ngrandave/1550891556,33.774,-117.85298,Del Taco,92705,CA,"http://www.deltaco.com,http://www.deltaco.com/"
1840 Lapalco Blvd,Harvey,US,us/la/harvey/1840lapalcoblvd/-2061630068,29.875105,-90.050413,Burger King,70058,LA,"http://www.bk.com,https://locations.bk.com/la/harvey/1840-lapalco-blvd.html,https://www.bk.com"
3050 Youngfield St,Denver,US,us/co/denver/3050youngfieldst/-864103396,39.75949,-105.14212,Taco Bell,80215,CO,"https://locations.tacobell.com/co/wheat-ridge/3050-youngfield-st.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=004264andutm_content=website,https://locations.tacobell.com/co/wheat-ridge/3050-youngfield-st.html?utm_source=yext&utm_campaign=yextpowerlistings&utm_medium=referral&utm_term=004264&utm_content=website,http://www.tacobell.com"
5725 Dry Creek Ln NE,Cedar Rapids,US,us/ia/cedarrapids/5725drycreeklnne/-1161002137,42.03578,-91.65579,McDonald's,52402,IA,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
1160 Hellertown Rd,Bethlehem,US,us/pa/bethlehem/1160hellertownrd/-791445730,40.597494,-75.340911,Wendy's,18015,PA,http://www.wendys.com
6385 Crain Hwy,La Plata,US,us/md/laplata/6385crainhwy/-1161002137,38.536693,-76.984146,McDonald's,20646,MD,http://mcdonalds.com
1525 W W T Harris Blvd,Charlotte,US,us/nc/charlotte/1525wwtharrisblvd/-345832572,35.31364746,-80.78340468,Chick-fil-a,28262,NC,http://chick-fil-a.com/wachoviabank
1015 N Dobson Rd,Mesa,US,us/az/mesa/1015ndobsonrd/554191587,33.43503,-111.86782,Carl's Jr,85201,AZ,
705 E Lincoln Blvd,Hesston,US,us/ks/hesston/705elincolnblvd/1780593795,38.1442,-97.4216,SONIC Drive In,67062,KS,"https://locations.sonicdrivein.com/ks/hesston/705-e-lincoln-blvd-.html,http://sonicdrivein.com"
701 N Wohlleber Dr,Mount Pleasant,US,us/ia/mountpleasant/701nwohlleberdr/-864103396,40.97456,-91.53962,Taco Bell,52641,IA,"http://www.tacobell.com,https://locations.tacobell.com/ia/mount-pleasant/701-wohlleber-drive.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=G160005andutm_content=website,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJ8W08qcQ6kUSXIaIZLUFmXy1r0pJVGNTWHdE4R1v7gyd33-uHWWcSeDXn-T3RpkSsH9s3ygtLIKhYRPSHWKdBJbj1m0vImZrKzD_W7ctjz_QZN9I-tw48DujHFbKQWdDvGsQ8e7ZKJg2B0eheKtXbsXqryAr2QkECCcZ_WBzA3gKf0xR4Y2-pgNg34QScK0tCc3_zqy2RmKNHlRf6wfvBz4YfrH7Gy4keHmYYW7wMGs0m4XSlKjVi9Jqux1ZyHLdN59QtDz1QW0oQIKwraTu0fSjt-HDAu6Ew9Gzy35JyISx-ZzV4k1H3cDTwwXzGX_4vb8owtfmbdVlcppMWwpxqyLuVnok1ROSQ&placement=listing_profile&cs_user=unknown&cs_session=ab8dda98a3ad2a3df3a9d7f6c6b17bcd1a215ada"
5220 Dempster St,Skokie,US,us/il/skokie/5220dempsterst/-1191797674,42.04107,-87.757522,Panda Express,60077,IL,http://pandaexpress.com
7741 Colony Rd,Charlotte,US,us/nc/charlotte/7741colonyrd/572757474,35.114786142,-80.783718448,Papa John's Pizza,28226,NC,"http://www.papajohns.com,http://papajohns.com"
1 Main St,Houston,US,us/tx/houston/1mainst/-345832572,29.766241,-95.359854,Chick-Fil-A,77002,TX,"https://www.chick-fil-a.com/Locations/TX/University-of-Houston-Downtown,http://chick-fil-a.com/houston-downtown"
5801 Clarksville Square Dr,Clarksville,US,us/md/clarksville/5801clarksvillesquaredr/-791445730,39.21178,-76.937521,Wendy's,21029,MD,http://www.wendys.com
2295 E Cinema Dr,Meridian,US,us/id/meridian/2295ecinemadr/-1055723171,43.59107,-116.36687,Domino's Pizza,83642,ID,"https://www.dominos.com/en/?redirect=homepage,https://www.dominos.com/en/?redirect=homepageandutm_source=locallistingsandutm_medium=loclistandutm_campaign=localmaps,https://www.dominos.com/en/?redirect=homepageandutm_source=yextandutm_medium=loclistandutm_campaign=localmaps,https://www.dominos.com/en/pages/order/menu.jsp?utm_source=locallistings&utm_medium=loclist&utm_campaign=localmaps#/menu/category/all"
2214 N Collins St,Arlington,US,us/tx/arlington/2214ncollinsst/1832448210,32.770013,-97.097865,Whataburger,76011,TX,"https://locations.whataburger.com/tx/arlington/2214-n-collins-st.html/,http://whataburger.com"
9744 Lower Azusa Rd,El Monte,US,us/ca/elmonte/9744lowerazusard/-791445730,34.090115,-118.054376,Wendy's,91731,CA,"http://www.wendys.com/,http://wendys.com"
807 Nashville Pike,Gallatin,US,us/tn/gallatin/807nashvillepike/-864103396,36.37977,-86.46442,Taco Bell,37066,TN,"http://www.tacobell.com,https://locations.tacobell.com/tn/gallatin/807-nashville-pike.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=002294andutm_content=website,http://locations.tacobell.com/tn/gallatin/807-nashville-pike.html?utm_source=yext&utm_campaign=yextpowerlistings&utm_medium=referral&utm_term=002294&utm_content=website,https://locations.tacobell.com/tn/gallatin/807-nashville-pike.html?utm_source=yext&utm_campaign=yextpowerlistings&utm_medium=referral&utm_term=002294&utm_content=website"
1700 S Parrott Ave,Okeechobee,US,us/fl/okeechobee/1700sparrottave/-1055723171,27.227123,-80.82994,Domino's Pizza,34974,FL,https://www.dominos.com/en/?redirect=homepage&utm_source=yext&utm_medium=loclist&utm_campaign=localmaps
1287 Town Centre Dr,Saint Paul,US,us/mn/saintpaul/1287towncentredr/106088,44.8325,-93.1602,KFC,55123,MN,"http://www.kfc.com,http://kfc.com"
3001 Richlands Hwy,Jacksonville,US,us/nc/jacksonville/3001richlandshwy/696490760,34.7555,-77.4715,Hardee's,28540,NC,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJmfZAm6CxIqtp-5CCGaRhvO3IV6qpNUj9CqyIdTjnRJockouMTqfxH8LbKBXjVLObBTrpKJp7BEls-8L6NPovGFHTPQL3BNczULFcA2P5Gvy-T7BV1SPm4BhBvhJaM7abMmGskcRZL8UJVhmmgIbo2h0CFco-mLLOwy1Ch4FIAMecMLE3u10Sie1NILFw88TtXPStX3C5iYRWouQU8ONkYoW1mKn2XD6cM4uifWR9afd9Rr9gFU7m5y3uFm6SNkfNNWKUBA8F59XKcvSe-dXly8lRB5y7C9Ph8dkkmbvxMSZMXrXlLc9L4xTWn7VgrLPgJDAR_GZVDlKpLpoVwe5EpWoQG61cuNZH&placement=listing_profile&cs_user=unknown&cs_session=2eed8f657fd8227d99ea04ea04dfa2586b939c54
1059 Berea Rd,Richmond,US,us/ky/richmond/1059bereard/-1560457549,37.73046,-84.27226,Captain D's,40475,KY,https://locations.captainds.com/ky/richmond/1059-berea-rd.html
906 State Rd 28,Milford,US,us/oh/milford/906staterd28/93075755,39.191253,-84.254849,Arby's,45150,OH,"http://www.arbys.com,http://arbys.com"
8924 34th Ave NE,Marysville,US,us/wa/marysville/892434thavene/-1161002137,48.097296,-122.188551,McDonald's,98271,WA,http://mcdonalds.com
3444 S Sherwood Forest Blvd,Baton Rouge,US,us/la/batonrouge/3444ssherwoodforestblvd/-1914135427,30.421865951,-91.051876544,Dairy Queen Grill & Chill,70816,LA,http://www.dairyqueen.com
902 S Huntington St,Syracuse,US,us/in/syracuse/902shuntingtonst/-1161002137,41.412671,-85.746552,McDonald's,46567,IN,"http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,http://mcdonalds.com,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJ1_SVC6Ur8sCQOFgQGl2CwrtWPsJLfa0De86Gwe_C4QPUVqb99AunNaJlT1anmDvkYi-xKJTC1B_5hQi1bBPAllO_O3RnlRn0vs16qMqZfdZADzRVRrTM7U0n-XKtrj00HyaUzHJqE_y4zdD_igoM93nRTjS7XUSdmCzXf5ldxT5cGExVfL9V5cAoYAllTuDyVpJXhAE_Imekpm9wUnL_ximz0qafcc15tGdcvh-RiuakbOf8s4--ulr3mvH4Eo6D2c_zx8LLiNcZjFvIxY8cqZsUEEqGYllclNgsPionUVKEKKfzJwR_kGylY0dEkpAuaSqmGC85hxW-z15px3rb2EHRpyTrJ8YE&placement=listing_profile&cs_user=unknown&cs_session=b5c608ad5f82578ee10ac2290723a6ae5feed54e"
3030 Central Pkwy,Cincinnati,US,us/oh/cincinnati/3030centralpkwy/-477036959,39.138858542,-84.53249131,White Castle,45225,OH,http://www.whitecastle.com
2383 W Us Highway 90,Lake City,US,us/fl/lakecity/2383wushighway90/-442344130,30.17976,-82.67117,Krystal,32055,FL,"http://www.krystal.com/locations/florida/lake-city-west-us-highway-90,http://www.krystal.com/locations/florida/lake-city-west-us-highway-90/,http://t.co/3VQiWtMxPf"
48 N 1600 W,Mapleton,US,us/ut/mapleton/48n1600w/-891525969,40.1307,-111.5971,Subway,84664,UT,"http://www.subway.com,http://subway.com"
8620 Burnet Rd,Austin,US,us/tx/austin/8620burnetrd/-1450045335,30.368656,-97.727953,Taco Cabana,78757,TX,http://www.tacocabana.com
2163 Kirkwood St,High Point,US,us/nc/highpoint/2163kirkwoodst/-1703344959,35.983227211,-80.021503934,The Biscuit Factory,27262,NC,
345 Highway 6,Sugar Land,US,us/tx/sugarland/345highway6/-1161002137,29.61276,-95.64459,McDonald's,77478,TX,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
1022 John Sims Pkwy E,Niceville,US,us/fl/niceville/1022johnsimspkwye/-791445730,30.5177,-86.4713,Wendy's,32578,FL,"http://www.wendys.com,http://wendys.com"
8425 US Hwy 19,Port Richey,US,us/fl/portrichey/8425ushwy19/1121518186,28.28009116,-82.71808292,Culver's,34668,FL,"http://www.culvers.com/restaurants/port-richey-fl,http://culvers.com/restaurants/Zion"
4860 Asbury Rd,Dubuque,US,us/ia/dubuque/4860asburyrd/696490760,42.514686,-90.749387,Hardee's,52002,IA,"http://www.hardees.com,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJOvHJ9-iLjP6S4TM1tvbp-nkcLJ_o4dYXPc1H-6ZQcYnkiYw0dL6bzvPzaQUM_9hWwsl3MeL7TfwK8bvsWWebLP_yh_c0Rq00b7x1pxthDff7FV9i93LrYt5yRw7EKJL479hEGYjCew5xZ3vmr-hTsECv2hh7OhAwcZKmCAIO1WspkGGZ-C1xGeKqWZTVQ0j1l71XrBaICkEkTsbsHHoI3yTACbSQUb6vWNRsuczciU3NNLJ4MSJIYRMoHbxAIkeDUcowx6NsIdJ71wTw_QdTD4Rr74boA2O4rFAME9RCRisTyiAazjgTAbNG2zxfVTzEUBPEP7m267nf3pPvT19-88DBvx5YMm98&placement=listing_profile&cs_user=unknown&cs_session=5ea6250ff3f3903f5c41920e627ca6e44890a785"
4272 Albany Post Rd,Hyde Park,US,us/ny/hydepark/4272albanypostrd/-1161002137,41.782762934,-73.932081375,McDonald's,12538,NY,http://www.mcdonalds.com
4353 Gannon Ln,Dallas,US,us/tx/dallas/4353gannonln/-891525969,32.656651,-96.890344,Subway,75237,TX,"http://subway.com/,http://subway.com"
3497 Hempstead Tpke,Levittown,US,us/ny/levittown/3497hempsteadtpke/-448666054,40.72562,-73.505936,Five Guys,11756,NY,"http://fiveguys.com,http://gofiveguys.com/menu/levittown/"
6662 W Overland Dr,Idaho Falls,US,us/id/idahofalls/6662woverlanddr/-2061630068,43.43777,-112.11566,Burger King,83402,ID,"https://locations.bk.com/id/idaho-falls/6662-w-overland-dr.html,http://www.bk.com"
2302 E Johnson Ave,Jonesboro,US,us/ar/jonesboro/2302ejohnsonave/-2065017879,35.847881951,-90.676727862,Subway (johnson) @ Jonesboro,72401,AR,
8750 Wadsworth Blvd,Arvada,US,us/co/arvada/8750wadsworthblvd/-791445730,39.856101,-105.080984,Wendy's,80003,CO,"http://www.wendys.com,http://wendys.com/,http://wendys.com"
4407 S Central Ave,Los Angeles,US,us/ca/losangeles/4407scentralave/-230519289,34.00369,-118.25649,Jack in the Box,90011,CA,"http://www.jackinthebox.com,http://jackinthebox.com/"
14730 W Colfax Ave,Golden,US,us/co/golden/14730wcolfaxave/-345832572,39.7323,-105.1638,Chick-Fil-A,80401,CO,"http://chick-fil-a.com/denverwest,http://www.chick-fil-a.com"
